StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
MOS,MOS150612C00049500,49.5,2015-06-12,Call,0.09,0.00,0.14,3,3,12:37
MOS,MOS150612C00050000,50.0,2015-06-12,Call,0.07,0.00,0.14,1,9,12:37
MOS,MOS150612C00050500,50.5,2015-06-12,Call,0.05,0.00,0.14,8,8,12:37
MOS,MOS150612P00040000,40.0,2015-06-12,Put,0.20,0.00,0.15,32,32,12:37
MOS,MOS150612P00041000,41.0,2015-06-12,Put,0.18,0.00,0.04,34,34,12:37
MOS,MOS150612P00042000,42.0,2015-06-12,Put,0.21,0.00,0.14,1,6,12:37
MOS,MOS150612P00042500,42.5,2015-06-12,Put,0.65,0.00,0.15,30,31,12:37
MOS,MOS150612P00043000,43.0,2015-06-12,Put,0.02,0.00,0.03,20,84,12:37
MOS,MOS150612P00043500,43.5,2015-06-12,Put,0.13,0.00,0.15,305,860,12:37
MOS,MOS150612P00044000,44.0,2015-06-12,Put,0.37,0.00,0.17,40,150,12:37
MOS,MOS150612P00044500,44.5,2015-06-12,Put,0.10,0.03,0.09,13,45,12:37
MOS,MOS150612P00045000,45.0,2015-06-12,Put,0.46,0.40,0.52,244,412,12:37
MOS,MOS150612P00045500,45.5,2015-06-12,Put,0.82,0.49,1.01,1,55,12:37
MOS,MOS150612P00046000,46.0,2015-06-12,Put,1.28,0.97,1.52,2,55,12:37
MOS,MOS150612P00046500,46.5,2015-06-12,Put,1.85,1.47,2.01,1,5,12:37
MOS,MOS150612P00047000,47.0,2015-06-12,Put,0.72,1.98,2.51,2,2,12:37
MOS,MOS150612P00048500,48.5,2015-06-12,Put,1.82,3.40,4.00,1,1,12:37
MOS,MOS150612P00053000,53.0,2015-06-12,Put,5.75,7.95,8.50,9,8,12:37
StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
MOS,MOS150612C00037000,37.0,2015-06-12,Call,8.50,7.50,8.05,1,0,12:38
MOS,MOS150612C00037500,37.5,2015-06-12,Call,8.00,7.00,7.55,1,0,12:38
MOS,MOS150612C00038000,38.0,2015-06-12,Call,7.45,6.50,7.05,1,0,12:38
MOS,MOS150612C00038500,38.5,2015-06-12,Call,7.00,6.00,6.55,1,0,12:38
MOS,MOS150612C00040500,40.5,2015-06-12,Call,4.95,4.00,4.55,1,0,12:38
MOS,MOS150612C00041500,41.5,2015-06-12,Call,3.75,3.00,3.55,6,0,12:38
MOS,MOS150612C00042500,42.5,2015-06-12,Call,4.45,2.00,2.52,1,0,12:38
MOS,MOS150612C00043000,43.0,2015-06-12,Call,1.65,1.50,2.02,8,8,12:38
MOS,MOS150612C00043500,43.5,2015-06-12,Call,1.64,1.01,1.53,3,3,12:38
MOS,MOS150612C00044000,44.0,2015-06-12,Call,0.74,0.51,1.03,3,59,12:38
MOS,MOS150612C00044500,44.5,2015-06-12,Call,0.39,0.11,0.55,5,39,12:38
MOS,MOS150612C00045000,45.0,2015-06-12,Call,0.10,0.00,0.08,33,147,12:38
MOS,MOS150612C00045500,45.5,2015-06-12,Call,0.01,0.00,0.03,20,190,12:38
MOS,MOS150612C00046000,46.0,2015-06-12,Call,0.09,0.00,0.11,3,103,12:38
MOS,MOS150612C00046500,46.5,2015-06-12,Call,0.06,0.00,0.14,3,69,12:38
MOS,MOS150612C00047000,47.0,2015-06-12,Call,0.07,0.00,0.14,29,60,12:38
MOS,MOS150612C00047500,47.5,2015-06-12,Call,0.06,0.00,0.13,2,66,12:38
MOS,MOS150612C00048000,48.0,2015-06-12,Call,0.06,0.00,0.15,4,13,12:38
MOS,MOS150612C00048500,48.5,2015-06-12,Call,0.18,0.00,0.14,55,57,12:38
MOS,MOS150612C00049000,49.0,2015-06-12,Call,0.13,0.00,0.14,2,2,12:38
MOS,MOS150612C00049500,49.5,2015-06-12,Call,0.09,0.00,0.14,3,3,12:38
MOS,MOS150612C00050000,50.0,2015-06-12,Call,0.07,0.00,0.14,1,9,12:38
MOS,MOS150612C00050500,50.5,2015-06-12,Call,0.05,0.00,0.14,8,8,12:38
MOS,MOS150612P00040000,40.0,2015-06-12,Put,0.20,0.00,0.15,32,32,12:38
MOS,MOS150612P00041000,41.0,2015-06-12,Put,0.18,0.00,0.04,34,34,12:38
MOS,MOS150612P00042000,42.0,2015-06-12,Put,0.21,0.00,0.14,1,6,12:38
MOS,MOS150612P00042500,42.5,2015-06-12,Put,0.65,0.00,0.15,30,31,12:38
MOS,MOS150612P00043000,43.0,2015-06-12,Put,0.02,0.00,0.03,20,84,12:38
MOS,MOS150612P00043500,43.5,2015-06-12,Put,0.13,0.00,0.15,305,860,12:38
MOS,MOS150612P00044000,44.0,2015-06-12,Put,0.37,0.00,0.17,40,150,12:38
MOS,MOS150612P00044500,44.5,2015-06-12,Put,0.10,0.03,0.09,13,45,12:38
MOS,MOS150612P00045000,45.0,2015-06-12,Put,0.46,0.40,0.52,244,412,12:38
MOS,MOS150612P00045500,45.5,2015-06-12,Put,0.82,0.49,1.01,1,55,12:38
MOS,MOS150612P00046000,46.0,2015-06-12,Put,1.28,0.97,1.52,2,55,12:38
MOS,MOS150612P00046500,46.5,2015-06-12,Put,1.85,1.47,2.01,1,5,12:38
MOS,MOS150612P00047000,47.0,2015-06-12,Put,0.72,1.98,2.51,2,2,12:38
MOS,MOS150612P00048500,48.5,2015-06-12,Put,1.82,3.40,4.00,1,1,12:38
MOS,MOS150612P00053000,53.0,2015-06-12,Put,5.75,7.95,8.50,9,8,12:38
StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
MOS,MOS150612C00037000,37.0,2015-06-12,Call,8.50,7.50,8.05,1,0,12:39
MOS,MOS150612C00037500,37.5,2015-06-12,Call,8.00,7.00,7.55,1,0,12:39
MOS,MOS150612C00038000,38.0,2015-06-12,Call,7.45,6.50,7.05,1,0,12:39
MOS,MOS150612C00038500,38.5,2015-06-12,Call,7.00,6.00,6.55,1,0,12:39
MOS,MOS150612C00040500,40.5,2015-06-12,Call,4.95,4.00,4.55,1,0,12:39
MOS,MOS150612C00041500,41.5,2015-06-12,Call,3.75,3.00,3.55,6,0,12:39
MOS,MOS150612C00042500,42.5,2015-06-12,Call,4.45,2.00,2.52,1,0,12:39
MOS,MOS150612C00043000,43.0,2015-06-12,Call,1.65,1.50,2.02,8,8,12:39
MOS,MOS150612C00043500,43.5,2015-06-12,Call,1.64,1.01,1.53,3,3,12:39
MOS,MOS150612C00044000,44.0,2015-06-12,Call,0.74,0.51,1.03,3,59,12:39
MOS,MOS150612C00044500,44.5,2015-06-12,Call,0.39,0.11,0.55,5,39,12:39
MOS,MOS150612C00045000,45.0,2015-06-12,Call,0.10,0.00,0.08,33,147,12:39
MOS,MOS150612C00045500,45.5,2015-06-12,Call,0.01,0.00,0.03,20,190,12:39
MOS,MOS150612C00046000,46.0,2015-06-12,Call,0.09,0.00,0.11,3,103,12:39
MOS,MOS150612C00046500,46.5,2015-06-12,Call,0.06,0.00,0.14,3,69,12:39
MOS,MOS150612C00047000,47.0,2015-06-12,Call,0.07,0.00,0.14,29,60,12:39
MOS,MOS150612C00047500,47.5,2015-06-12,Call,0.06,0.00,0.13,2,66,12:39
MOS,MOS150612C00048000,48.0,2015-06-12,Call,0.06,0.00,0.15,4,13,12:39
MOS,MOS150612C00048500,48.5,2015-06-12,Call,0.18,0.00,0.14,55,57,12:39
MOS,MOS150612C00049000,49.0,2015-06-12,Call,0.13,0.00,0.14,2,2,12:39
MOS,MOS150612C00049500,49.5,2015-06-12,Call,0.09,0.00,0.14,3,3,12:39
MOS,MOS150612C00050000,50.0,2015-06-12,Call,0.07,0.00,0.14,1,9,12:39
MOS,MOS150612C00050500,50.5,2015-06-12,Call,0.05,0.00,0.14,8,8,12:39
MOS,MOS150612P00040000,40.0,2015-06-12,Put,0.20,0.00,0.15,32,32,12:39
MOS,MOS150612P00041000,41.0,2015-06-12,Put,0.18,0.00,0.04,34,34,12:39
MOS,MOS150612P00042000,42.0,2015-06-12,Put,0.21,0.00,0.14,1,6,12:39
MOS,MOS150612P00042500,42.5,2015-06-12,Put,0.65,0.00,0.15,30,31,12:39
MOS,MOS150612P00043000,43.0,2015-06-12,Put,0.02,0.00,0.03,20,84,12:39
MOS,MOS150612P00043500,43.5,2015-06-12,Put,0.13,0.00,0.15,305,860,12:39
MOS,MOS150612P00044000,44.0,2015-06-12,Put,0.37,0.00,0.17,40,150,12:39
MOS,MOS150612P00044500,44.5,2015-06-12,Put,0.10,0.03,0.09,13,45,12:39
MOS,MOS150612P00045000,45.0,2015-06-12,Put,0.46,0.40,0.52,244,412,12:39
MOS,MOS150612P00045500,45.5,2015-06-12,Put,0.82,0.49,1.01,1,55,12:39
MOS,MOS150612P00046000,46.0,2015-06-12,Put,1.28,0.97,1.52,2,55,12:39
MOS,MOS150612P00046500,46.5,2015-06-12,Put,1.85,1.47,2.01,1,5,12:39
MOS,MOS150612P00047000,47.0,2015-06-12,Put,0.72,1.98,2.51,2,2,12:39
MOS,MOS150612P00048500,48.5,2015-06-12,Put,1.82,3.40,4.00,1,1,12:39
MOS,MOS150612P00053000,53.0,2015-06-12,Put,5.75,7.95,8.50,9,8,12:39
StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
MOS,MOS150612C00037000,37.0,2015-06-12,Call,8.50,7.50,8.05,1,0,12:40
MOS,MOS150612C00037500,37.5,2015-06-12,Call,8.00,7.00,7.55,1,0,12:40
MOS,MOS150612C00038000,38.0,2015-06-12,Call,7.45,6.50,7.05,1,0,12:40
MOS,MOS150612C00038500,38.5,2015-06-12,Call,7.00,6.00,6.55,1,0,12:40
MOS,MOS150612C00040500,40.5,2015-06-12,Call,4.95,4.00,4.55,1,0,12:40
MOS,MOS150612C00041500,41.5,2015-06-12,Call,3.75,3.00,3.55,6,0,12:40
MOS,MOS150612C00042500,42.5,2015-06-12,Call,4.45,2.00,2.52,1,0,12:40
MOS,MOS150612C00043000,43.0,2015-06-12,Call,1.65,1.50,2.02,8,8,12:40
MOS,MOS150612C00043500,43.5,2015-06-12,Call,1.64,1.01,1.53,3,3,12:40
MOS,MOS150612C00044000,44.0,2015-06-12,Call,0.74,0.51,1.03,3,59,12:40
MOS,MOS150612C00044500,44.5,2015-06-12,Call,0.39,0.06,0.55,5,39,12:40
MOS,MOS150612C00045000,45.0,2015-06-12,Call,0.10,0.00,0.08,33,147,12:40
MOS,MOS150612C00045500,45.5,2015-06-12,Call,0.01,0.00,0.03,20,190,12:40
MOS,MOS150612C00046000,46.0,2015-06-12,Call,0.09,0.00,0.11,3,103,12:40
MOS,MOS150612C00046500,46.5,2015-06-12,Call,0.06,0.00,0.14,3,69,12:40
MOS,MOS150612C00047000,47.0,2015-06-12,Call,0.07,0.00,0.14,29,60,12:40
MOS,MOS150612C00047500,47.5,2015-06-12,Call,0.06,0.00,0.13,2,66,12:40
MOS,MOS150612C00048000,48.0,2015-06-12,Call,0.06,0.00,0.15,4,13,12:40
MOS,MOS150612C00048500,48.5,2015-06-12,Call,0.18,0.00,0.14,55,57,12:40
MOS,MOS150612C00049000,49.0,2015-06-12,Call,0.13,0.00,0.14,2,2,12:40
MOS,MOS150612C00049500,49.5,2015-06-12,Call,0.09,0.00,0.14,3,3,12:40
MOS,MOS150612C00050000,50.0,2015-06-12,Call,0.07,0.00,0.14,1,9,12:40
MOS,MOS150612C00050500,50.5,2015-06-12,Call,0.05,0.00,0.14,8,8,12:40
MOS,MOS150612P00040000,40.0,2015-06-12,Put,0.20,0.00,0.15,32,32,12:40
MOS,MOS150612P00041000,41.0,2015-06-12,Put,0.18,0.00,0.04,34,34,12:40
MOS,MOS150612P00042000,42.0,2015-06-12,Put,0.21,0.00,0.14,1,6,12:40
MOS,MOS150612P00042500,42.5,2015-06-12,Put,0.65,0.00,0.15,30,31,12:40
MOS,MOS150612P00043000,43.0,2015-06-12,Put,0.02,0.00,0.03,20,84,12:40
MOS,MOS150612P00043500,43.5,2015-06-12,Put,0.13,0.00,0.15,305,860,12:40
MOS,MOS150612P00044000,44.0,2015-06-12,Put,0.37,0.00,0.17,40,150,12:40
MOS,MOS150612P00044500,44.5,2015-06-12,Put,0.10,0.03,0.09,13,45,12:40
MOS,MOS150612P00045000,45.0,2015-06-12,Put,0.46,0.40,0.52,244,412,12:40
MOS,MOS150612P00045500,45.5,2015-06-12,Put,0.82,0.49,1.01,1,55,12:40
MOS,MOS150612P00046000,46.0,2015-06-12,Put,1.28,0.97,1.52,2,55,12:40
MOS,MOS150612P00046500,46.5,2015-06-12,Put,1.85,1.47,2.01,1,5,12:40
MOS,MOS150612P00047000,47.0,2015-06-12,Put,0.72,1.98,2.51,2,2,12:40
MOS,MOS150612P00048500,48.5,2015-06-12,Put,1.82,3.40,4.00,1,1,12:40
MOS,MOS150612P00053000,53.0,2015-06-12,Put,5.75,7.95,8.50,9,8,12:40
StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
MOS,MOS150612C00037000,37.0,2015-06-12,Call,8.50,7.50,8.05,1,0,12:41
MOS,MOS150612C00037500,37.5,2015-06-12,Call,8.00,7.00,7.55,1,0,12:41
MOS,MOS150612C00038000,38.0,2015-06-12,Call,7.45,6.50,7.05,1,0,12:41
MOS,MOS150612C00038500,38.5,2015-06-12,Call,7.00,6.00,6.55,1,0,12:41
MOS,MOS150612C00040500,40.5,2015-06-12,Call,4.95,4.00,4.55,1,0,12:41
MOS,MOS150612C00041500,41.5,2015-06-12,Call,3.75,3.00,3.55,6,0,12:41
MOS,MOS150612C00042500,42.5,2015-06-12,Call,4.45,2.00,2.52,1,0,12:41
MOS,MOS150612C00043000,43.0,2015-06-12,Call,1.65,1.50,2.02,8,8,12:41
MOS,MOS150612C00043500,43.5,2015-06-12,Call,1.64,1.01,1.53,3,3,12:41
MOS,MOS150612C00044000,44.0,2015-06-12,Call,0.74,0.51,1.03,3,59,12:41
MOS,MOS150612C00044500,44.5,2015-06-12,Call,0.39,0.06,0.55,5,39,12:41
MOS,MOS150612C00045000,45.0,2015-06-12,Call,0.10,0.00,0.08,33,147,12:41
MOS,MOS150612C00045500,45.5,2015-06-12,Call,0.01,0.00,0.03,20,190,12:41
MOS,MOS150612C00046000,46.0,2015-06-12,Call,0.09,0.00,0.11,3,103,12:41
MOS,MOS150612C00046500,46.5,2015-06-12,Call,0.06,0.00,0.14,3,69,12:41
MOS,MOS150612C00047000,47.0,2015-06-12,Call,0.07,0.00,0.14,29,60,12:41
MOS,MOS150612C00047500,47.5,2015-06-12,Call,0.06,0.00,0.13,2,66,12:41
MOS,MOS150612C00048000,48.0,2015-06-12,Call,0.06,0.00,0.15,4,13,12:41
MOS,MOS150612C00048500,48.5,2015-06-12,Call,0.18,0.00,0.14,55,57,12:41
MOS,MOS150612C00049000,49.0,2015-06-12,Call,0.13,0.00,0.14,2,2,12:41
MOS,MOS150612C00049500,49.5,2015-06-12,Call,0.09,0.00,0.14,3,3,12:41
MOS,MOS150612C00050000,50.0,2015-06-12,Call,0.07,0.00,0.14,1,9,12:41
MOS,MOS150612C00050500,50.5,2015-06-12,Call,0.05,0.00,0.14,8,8,12:42
MOS,MOS150612P00040000,40.0,2015-06-12,Put,0.20,0.00,0.15,32,32,12:42
MOS,MOS150612P00041000,41.0,2015-06-12,Put,0.18,0.00,0.04,34,34,12:42
MOS,MOS150612P00042000,42.0,2015-06-12,Put,0.21,0.00,0.14,1,6,12:42
MOS,MOS150612P00042500,42.5,2015-06-12,Put,0.65,0.00,0.15,30,31,12:42
MOS,MOS150612P00043000,43.0,2015-06-12,Put,0.02,0.00,0.03,20,84,12:42
MOS,MOS150612P00043500,43.5,2015-06-12,Put,0.13,0.00,0.15,305,860,12:42
MOS,MOS150612P00044000,44.0,2015-06-12,Put,0.37,0.00,0.17,40,150,12:42
MOS,MOS150612P00044500,44.5,2015-06-12,Put,0.10,0.03,0.09,13,45,12:42
MOS,MOS150612P00045000,45.0,2015-06-12,Put,0.48,0.42,0.52,294,412,12:42
MOS,MOS150612P00045500,45.5,2015-06-12,Put,0.82,0.49,1.01,1,55,12:42
MOS,MOS150612P00046000,46.0,2015-06-12,Put,1.28,0.97,1.52,2,55,12:42
MOS,MOS150612P00046500,46.5,2015-06-12,Put,1.85,1.47,2.01,1,5,12:42
MOS,MOS150612P00047000,47.0,2015-06-12,Put,0.72,1.98,2.51,2,2,12:42
MOS,MOS150612P00048500,48.5,2015-06-12,Put,1.82,3.40,4.00,1,1,12:42
MOS,MOS150612P00053000,53.0,2015-06-12,Put,5.75,7.95,8.50,9,8,12:42
StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
MOS,MOS150612C00037000,37.0,2015-06-12,Call,8.50,7.50,8.05,1,0,12:43
MOS,MOS150612C00037500,37.5,2015-06-12,Call,8.00,7.00,7.55,1,0,12:43
MOS,MOS150612C00038000,38.0,2015-06-12,Call,7.45,6.50,7.05,1,0,12:43
MOS,MOS150612C00038500,38.5,2015-06-12,Call,7.00,6.00,6.55,1,0,12:43
MOS,MOS150612C00040500,40.5,2015-06-12,Call,4.95,4.00,4.55,1,0,12:43
MOS,MOS150612C00041500,41.5,2015-06-12,Call,3.75,3.00,3.55,6,0,12:43
MOS,MOS150612C00042500,42.5,2015-06-12,Call,4.45,2.00,2.52,1,0,12:43
MOS,MOS150612C00043000,43.0,2015-06-12,Call,1.65,1.50,2.02,8,8,12:43
MOS,MOS150612C00043500,43.5,2015-06-12,Call,1.64,1.01,1.53,3,3,12:43
MOS,MOS150612C00044000,44.0,2015-06-12,Call,0.74,0.51,1.03,3,59,12:43
MOS,MOS150612C00044500,44.5,2015-06-12,Call,0.39,0.06,0.55,5,39,12:43
MOS,MOS150612C00045000,45.0,2015-06-12,Call,0.10,0.00,0.08,33,147,12:43
MOS,MOS150612C00045500,45.5,2015-06-12,Call,0.01,0.00,0.03,20,190,12:43
MOS,MOS150612C00046000,46.0,2015-06-12,Call,0.09,0.00,0.11,3,103,12:43
MOS,MOS150612C00046500,46.5,2015-06-12,Call,0.06,0.00,0.14,3,69,12:43
MOS,MOS150612C00047000,47.0,2015-06-12,Call,0.07,0.00,0.14,29,60,12:43
MOS,MOS150612C00047500,47.5,2015-06-12,Call,0.06,0.00,0.13,2,66,12:43
MOS,MOS150612C00048000,48.0,2015-06-12,Call,0.06,0.00,0.15,4,13,12:43
MOS,MOS150612C00048500,48.5,2015-06-12,Call,0.18,0.00,0.14,55,57,12:43
MOS,MOS150612C00049000,49.0,2015-06-12,Call,0.13,0.00,0.14,2,2,12:43
MOS,MOS150612C00049500,49.5,2015-06-12,Call,0.09,0.00,0.14,3,3,12:43
MOS,MOS150612C00050000,50.0,2015-06-12,Call,0.07,0.00,0.14,1,9,12:43
MOS,MOS150612C00050500,50.5,2015-06-12,Call,0.05,0.00,0.14,8,8,12:43
MOS,MOS150612P00040000,40.0,2015-06-12,Put,0.20,0.00,0.15,32,32,12:43
MOS,MOS150612P00041000,41.0,2015-06-12,Put,0.18,0.00,0.04,34,34,12:43
MOS,MOS150612P00042000,42.0,2015-06-12,Put,0.21,0.00,0.14,1,6,12:43
MOS,MOS150612P00042500,42.5,2015-06-12,Put,0.65,0.00,0.15,30,31,12:43
MOS,MOS150612P00043000,43.0,2015-06-12,Put,0.02,0.00,0.03,20,84,12:43
MOS,MOS150612P00043500,43.5,2015-06-12,Put,0.13,0.00,0.15,305,860,12:43
MOS,MOS150612P00044000,44.0,2015-06-12,Put,0.37,0.00,0.17,40,150,12:43
MOS,MOS150612P00044500,44.5,2015-06-12,Put,0.10,0.03,0.09,13,45,12:43
MOS,MOS150612P00045000,45.0,2015-06-12,Put,0.48,0.42,0.52,294,412,12:43
MOS,MOS150612P00045500,45.5,2015-06-12,Put,0.82,0.49,1.01,1,55,12:43
MOS,MOS150612P00046000,46.0,2015-06-12,Put,1.28,0.97,1.52,2,55,12:43
MOS,MOS150612P00046500,46.5,2015-06-12,Put,1.85,1.47,2.01,1,5,12:43
MOS,MOS150612P00047000,47.0,2015-06-12,Put,0.72,1.98,2.51,2,2,12:43
MOS,MOS150612P00048500,48.5,2015-06-12,Put,1.82,3.40,4.00,1,1,12:43
MOS,MOS150612P00053000,53.0,2015-06-12,Put,5.75,7.95,8.50,9,8,12:43
StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
MOS,MOS150612C00037000,37.0,2015-06-12,Call,8.50,7.50,8.05,1,0,12:44
MOS,MOS150612C00037500,37.5,2015-06-12,Call,8.00,7.00,7.55,1,0,12:44
MOS,MOS150612C00038000,38.0,2015-06-12,Call,7.45,6.50,7.05,1,0,12:44
MOS,MOS150612C00038500,38.5,2015-06-12,Call,7.00,6.00,6.55,1,0,12:44
MOS,MOS150612C00040500,40.5,2015-06-12,Call,4.95,4.00,4.55,1,0,12:44
MOS,MOS150612C00041500,41.5,2015-06-12,Call,3.75,3.00,3.55,6,0,12:44
MOS,MOS150612C00042500,42.5,2015-06-12,Call,4.45,2.00,2.52,1,0,12:44
MOS,MOS150612C00043000,43.0,2015-06-12,Call,1.65,1.50,2.02,8,8,12:44
MOS,MOS150612C00043500,43.5,2015-06-12,Call,1.64,1.01,1.53,3,3,12:44
MOS,MOS150612C00044000,44.0,2015-06-12,Call,0.74,0.51,1.03,3,59,12:44
MOS,MOS150612C00044500,44.5,2015-06-12,Call,0.39,0.06,0.55,5,39,12:44
MOS,MOS150612C00045000,45.0,2015-06-12,Call,0.10,0.00,0.08,33,147,12:44
MOS,MOS150612C00045500,45.5,2015-06-12,Call,0.01,0.00,0.03,20,190,12:44
MOS,MOS150612C00046000,46.0,2015-06-12,Call,0.09,0.00,0.11,3,103,12:44
MOS,MOS150612C00046500,46.5,2015-06-12,Call,0.06,0.00,0.14,3,69,12:44
MOS,MOS150612C00047000,47.0,2015-06-12,Call,0.07,0.00,0.14,29,60,12:44
MOS,MOS150612C00047500,47.5,2015-06-12,Call,0.06,0.00,0.13,2,66,12:44
MOS,MOS150612C00048000,48.0,2015-06-12,Call,0.06,0.00,0.15,4,13,12:44
MOS,MOS150612C00048500,48.5,2015-06-12,Call,0.18,0.00,0.14,55,57,12:44
MOS,MOS150612C00049000,49.0,2015-06-12,Call,0.13,0.00,0.14,2,2,12:44
MOS,MOS150612C00049500,49.5,2015-06-12,Call,0.09,0.00,0.14,3,3,12:44
MOS,MOS150612C00050000,50.0,2015-06-12,Call,0.07,0.00,0.14,1,9,12:44
MOS,MOS150612C00050500,50.5,2015-06-12,Call,0.05,0.00,0.14,8,8,12:44
MOS,MOS150612P00040000,40.0,2015-06-12,Put,0.20,0.00,0.15,32,32,12:44
MOS,MOS150612P00041000,41.0,2015-06-12,Put,0.18,0.00,0.04,34,34,12:44
MOS,MOS150612P00042000,42.0,2015-06-12,Put,0.21,0.00,0.14,1,6,12:44
MOS,MOS150612P00042500,42.5,2015-06-12,Put,0.65,0.00,0.15,30,31,12:44
MOS,MOS150612P00043000,43.0,2015-06-12,Put,0.02,0.00,0.03,20,84,12:44
MOS,MOS150612P00043500,43.5,2015-06-12,Put,0.13,0.00,0.15,305,860,12:44
MOS,MOS150612P00044000,44.0,2015-06-12,Put,0.37,0.00,0.17,40,150,12:44
MOS,MOS150612P00044500,44.5,2015-06-12,Put,0.10,0.03,0.09,13,45,12:44
MOS,MOS150612P00045000,45.0,2015-06-12,Put,0.47,0.43,0.52,329,412,12:44
MOS,MOS150612P00045500,45.5,2015-06-12,Put,0.82,0.49,1.01,1,55,12:44
MOS,MOS150612P00046000,46.0,2015-06-12,Put,1.28,0.97,1.52,2,55,12:44
MOS,MOS150612P00046500,46.5,2015-06-12,Put,1.85,1.47,2.01,1,5,12:44
MOS,MOS150612P00047000,47.0,2015-06-12,Put,0.72,1.98,2.51,2,2,12:44
MOS,MOS150612P00048500,48.5,2015-06-12,Put,1.82,3.40,4.00,1,1,12:44
MOS,MOS150612P00053000,53.0,2015-06-12,Put,5.75,7.95,8.50,9,8,12:44
StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
MOS,MOS150612C00037000,37.0,2015-06-12,Call,8.50,7.50,8.05,1,0,12:45
MOS,MOS150612C00037500,37.5,2015-06-12,Call,8.00,7.00,7.55,1,0,12:45
MOS,MOS150612C00038000,38.0,2015-06-12,Call,7.45,6.50,7.05,1,0,12:45
MOS,MOS150612C00038500,38.5,2015-06-12,Call,7.00,6.00,6.55,1,0,12:45
MOS,MOS150612C00040500,40.5,2015-06-12,Call,4.95,4.00,4.55,1,0,12:45
MOS,MOS150612C00041500,41.5,2015-06-12,Call,3.75,3.00,3.55,6,0,12:45
MOS,MOS150612C00042500,42.5,2015-06-12,Call,4.45,2.00,2.52,1,0,12:45
MOS,MOS150612C00043000,43.0,2015-06-12,Call,1.65,1.50,2.02,8,8,12:45
MOS,MOS150612C00043500,43.5,2015-06-12,Call,1.64,1.01,1.53,3,3,12:45
MOS,MOS150612C00044000,44.0,2015-06-12,Call,0.74,0.51,1.03,3,59,12:45
MOS,MOS150612C00044500,44.5,2015-06-12,Call,0.39,0.06,0.55,5,39,12:45
MOS,MOS150612C00045000,45.0,2015-06-12,Call,0.10,0.00,0.08,33,147,12:45
MOS,MOS150612C00045500,45.5,2015-06-12,Call,0.01,0.00,0.03,20,190,12:45
MOS,MOS150612C00046000,46.0,2015-06-12,Call,0.09,0.00,0.11,3,103,12:45
MOS,MOS150612C00046500,46.5,2015-06-12,Call,0.06,0.00,0.14,3,69,12:45
