StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
AAPL,AAPL150612P00124000,124.0,2015-06-12,Put,0.02,0.00,0.00,4221,13830,08:39
AAPL,AAPL150612P00125000,125.0,2015-06-12,Put,0.03,0.00,0.00,9182,31370,08:39
AAPL,AAPL150612P00126000,126.0,2015-06-12,Put,0.03,0.00,0.00,6506,17022,08:39
AAPL,AAPL150612P00127000,127.0,2015-06-12,Put,0.07,0.00,0.00,16695,19303,08:39
AAPL,AAPL150612P00128000,128.0,2015-06-12,Put,0.20,0.00,0.00,30955,23787,08:39
AAPL,AAPL150612P00129000,129.0,2015-06-12,Put,0.64,0.00,0.00,37977,16542,08:39
AAPL,AAPL150612P00130000,130.0,2015-06-12,Put,1.41,0.00,0.00,19311,10732,08:39
AAPL,AAPL150612P00131000,131.0,2015-06-12,Put,2.34,0.00,0.00,17534,5375,08:39
AAPL,AAPL150612P00132000,132.0,2015-06-12,Put,3.30,0.00,0.00,2367,3547,08:39
AAPL,AAPL150612P00133000,133.0,2015-06-12,Put,4.25,0.00,0.00,894,1553,08:39
AAPL,AAPL150612P00134000,134.0,2015-06-12,Put,5.23,0.00,0.00,294,1009,08:39
AAPL,AAPL150612P00135000,135.0,2015-06-12,Put,6.20,0.00,0.00,165,1369,08:39
AAPL,AAPL150612P00136000,136.0,2015-06-12,Put,6.80,0.00,0.00,155,634,08:39
AAPL,AAPL150612P00137000,137.0,2015-06-12,Put,7.45,0.00,0.00,59,586,08:39
AAPL,AAPL150612P00138000,138.0,2015-06-12,Put,9.00,0.00,0.00,17,420,08:39
AAPL,AAPL150612P00139000,139.0,2015-06-12,Put,9.85,0.00,0.00,10,220,08:39
AAPL,AAPL150612P00140000,140.0,2015-06-12,Put,10.90,0.00,0.00,10,204,08:39
AAPL,AAPL150612P00141000,141.0,2015-06-12,Put,14.20,0.00,0.00,20,58,08:39
AAPL,AAPL150612P00142000,142.0,2015-06-12,Put,15.20,0.00,0.00,5,5,08:39
AAPL,AAPL150612P00143000,143.0,2015-06-12,Put,13.85,0.00,0.00,3,13,08:39
AAPL,AAPL150612P00144000,144.0,2015-06-12,Put,12.00,0.00,0.00,5,0,08:39
AAPL,AAPL150612P00145000,145.0,2015-06-12,Put,16.00,0.00,0.00,6,0,08:39
AAPL,AAPL150612P00155000,155.0,2015-06-12,Put,24.45,0.00,0.00,25,0,08:39
StockSymbol,Options Symbol,Strike,Expiration Date,OptionType,Price,Bid,Ask,Volume,Open Interest,Time
AAPL,AAPL150612C00085000,85.0,2015-06-12,Call,41.11,0.00,0.00,10,10,08:40
AAPL,AAPL150612C00100000,100.0,2015-06-12,Call,28.85,0.00,0.00,27,455,08:40
AAPL,AAPL150612C00105000,105.0,2015-06-12,Call,25.05,0.00,0.00,1,21,08:40
AAPL,AAPL150612C00110000,110.0,2015-06-12,Call,19.05,0.00,0.00,11,54,08:40
AAPL,AAPL150612C00112000,112.0,2015-06-12,Call,15.98,0.00,0.00,10,10,08:40
AAPL,AAPL150612C00113000,113.0,2015-06-12,Call,14.50,0.00,0.00,15,72,08:40
AAPL,AAPL150612C00114000,114.0,2015-06-12,Call,12.30,0.00,0.00,5,29,08:40
AAPL,AAPL150612C00115000,115.0,2015-06-12,Call,13.75,0.00,0.00,1,509,08:40
AAPL,AAPL150612C00116000,116.0,2015-06-12,Call,12.70,0.00,0.00,70,193,08:40
AAPL,AAPL150612C00117000,117.0,2015-06-12,Call,11.89,0.00,0.00,13,279,08:40
AAPL,AAPL150612C00118000,118.0,2015-06-12,Call,11.96,0.00,0.00,2,426,08:40
AAPL,AAPL150612C00119000,119.0,2015-06-12,Call,10.15,0.00,0.00,156,104,08:40
AAPL,AAPL150612C00120000,120.0,2015-06-12,Call,8.67,0.00,0.00,303,2111,08:40
AAPL,AAPL150612C00121000,121.0,2015-06-12,Call,7.70,0.00,0.00,113,389,08:40
AAPL,AAPL150612C00122000,122.0,2015-06-12,Call,6.75,0.00,0.00,98,483,08:40
AAPL,AAPL150612C00123000,123.0,2015-06-12,Call,5.75,0.00,0.00,209,1096,08:40
